StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_<2000;ResponseTimeRepartition1_>=2000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_<30000;CallLengthRepartition_>=30000;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:45.578477	1780426965.578477;00:00:00;00:00:00;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:45.578600	1780426965.578600;2026-06-02	14:02:46.579275	1780426966.579275;00:00:01;00:00:01;10;9;8.98204;0;0;9;9;9;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:002000;00:00:00:002000;;9;0;0;0;0;0;0;0;0;;2;7;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:46.579367	1780426966.579367;2026-06-02	14:02:47.583496	1780426967.583496;00:00:01;00:00:02;10;10.9562;9.97009;0;0;11;20;20;1;10;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:002000;;19;0;0;0;0;0;0;0;0;;4;15;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:47.583558	1780426967.583558;2026-06-02	14:02:48.587274	1780426968.587274;00:00:01;00:00:03;10;9.97009;9.96678;0;0;10;30;30;1;10;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;29;0;0;0;0;0;0;0;0;;5;24;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:48.587362	1780426968.587362;2026-06-02	14:02:49.592729	1780426969.592729;00:00:01;00:00:04;10;9.95025;9.96264;0;0;10;40;40;1;10;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:006000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:012000;00:00:00:001000;00:00:00:002000;;40;0;0;0;0;0;0;0;0;;6;33;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:49.592882	1780426969.592882;2026-06-02	14:02:50.600330	1780426970.600330;00:00:01;00:00:05;10;9.93049;9.95421;0;0;10;50;50;0;11;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:006000;00:00:00:001000;00:00:00:002000;00:00:00:013000;00:00:00:012000;00:00:00:003000;00:00:00:002000;;50;0;0;0;0;0;0;0;0;;8;42;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:50.600400	1780426970.600400;2026-06-02	14:02:51.603565	1780426971.603565;00:00:01;00:00:06;10;9.97009;9.95685;0;0;10;60;60;0;10;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:005000;00:00:00:001000;00:00:00:002000;00:00:00:011000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;60;0;0;0;0;0;0;0;0;;11;49;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:51.603624	1780426971.603624;2026-06-02	14:02:52.607746	1780426972.607746;00:00:01;00:00:07;10;9.96016;9.95733;0;0;10;70;70;0;10;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;70;0;0;0;0;0;0;0;0;;13;57;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:52.607826	1780426972.607826;2026-06-02	14:02:53.611459	1780426973.611459;00:00:01;00:00:08;10;9.97009;9.95768;0;0;10;80;80;0;10;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:002000;;80;0;0;0;0;0;0;0;0;;14;66;0;0;0;0;0;0;0;
2026-06-02	14:02:45.576927	1780426965.576927;2026-06-02	14:02:53.611610	1780426973.611610;2026-06-02	14:02:54.613185	1780426974.613185;00:00:01;00:00:09;10;9.99001;9.96016;0;0;10;90;90;0;10;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:007000;00:00:00:006000;00:00:00:003000;00:00:00:002000;00:00:00:014000;00:00:00:012000;00:00:00:004000;00:00:00:003000;;89;1;0;0;0;0;0;0;0;;15;75;0;0;0;0;0;0;0;
