StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_<2000;ResponseTimeRepartition1_>=2000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_<30000;CallLengthRepartition_>=30000;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:05.669203	1780427225.669203;00:00:00;00:00:00;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:05.669304	1780427225.669304;2026-06-02	14:07:06.671263	1780427226.671263;00:00:01;00:00:01;20;18.981;18.9432;0;0;19;19;19;0;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:001000;00:00:00:001000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;19;0;0;0;0;0;0;0;0;;2;17;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:06.671428	1780427226.671428;2026-06-02	14:07:07.675343	1780427227.675343;00:00:01;00:00:02;20;20.9372;19.9302;0;0;21;40;40;1;20;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:002000;00:00:00:001000;00:00:00:014000;00:00:00:013000;00:00:00:003000;00:00:00:003000;;39;0;0;0;0;0;0;0;0;;4;35;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:07.675425	1780427227.675425;2026-06-02	14:07:08.679640	1780427228.679640;00:00:01;00:00:03;20;19.9203;19.9269;0;0;20;60;60;1;20;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:013000;00:00:00:004000;00:00:00:003000;;60;0;0;0;0;0;0;0;0;;9;50;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:08.679730	1780427228.679730;2026-06-02	14:07:09.684477	1780427229.684477;00:00:01;00:00:04;20;19.9203;19.9203;0;0;20;80;80;1;20;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:013000;00:00:00:003000;00:00:00:003000;;80;0;0;0;0;0;0;0;0;;14;65;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:09.684554	1780427229.684554;2026-06-02	14:07:10.688177	1780427230.688177;00:00:01;00:00:05;20;19.9402;19.9203;0;0;20;100;100;1;20;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:001000;00:00:00:002000;00:00:00:013000;00:00:00:013000;00:00:00:003000;00:00:00:003000;;100;0;0;0;0;0;0;0;0;;18;81;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:10.688253	1780427230.688253;2026-06-02	14:07:11.693954	1780427231.693954;00:00:01;00:00:06;20;19.9005;19.9137;0;0;20;120;120;0;21;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:004000;00:00:00:002000;00:00:00:013000;00:00:00:013000;00:00:00:005000;00:00:00:004000;;119;0;1;0;0;0;0;0;0;;23;97;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:11.694010	1780427231.694010;2026-06-02	14:07:12.699082	1780427232.699082;00:00:01;00:00:07;20;19.9005;19.9118;0;0;20;140;140;0;20;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:013000;00:00:00:002000;00:00:00:003000;;139;0;1;0;0;0;0;0;0;;28;112;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:12.699165	1780427232.699165;2026-06-02	14:07:13.703773	1780427233.703773;00:00:01;00:00:08;20;19.9203;19.9129;0;0;20;160;160;0;20;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:001000;00:00:00:002000;00:00:00:012000;00:00:00:013000;00:00:00:003000;00:00:00:003000;;159;0;1;0;0;0;0;0;0;;34;126;0;0;0;0;0;0;0;
2026-06-02	14:07:05.667917	1780427225.667917;2026-06-02	14:07:13.703900	1780427233.703900;2026-06-02	14:07:14.707719	1780427234.707719;00:00:01;00:00:09;20;19.9402;19.9137;0;0;20;180;180;0;20;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:005000;00:00:00:003000;00:00:00:002000;00:00:00:014000;00:00:00:013000;00:00:00:003000;00:00:00:003000;;178;1;1;0;0;0;0;0;0;;36;144;0;0;0;0;0;0;0;
