timestamp,cpu_usr,cpu_sys,cpu_iow,cpu_idle,mem_used_mb,mem_free_mb,net_rx_kbps,net_tx_kbps,ast_channels,ast_endpoints_online
1780440885,7.1,13.7,0.0,75.7,1055,918,0,2,1,2
1780440886,5.3,13.4,0.0,77.7,1055,918,0,2,0,2
1780440887,6.2,12.5,0.0,78.8,1056,917,0,1,1,2
1780440888,4.8,12.5,0.0,79.8,1054,919,0,2,1,2
1780440889,5.2,14.6,0.0,77.1,1055,918,0,2,1,2
1780440890,1.1,2.4,0.0,95.7,1055,918,1,36,0,1
1780440891,0.5,0.8,0.0,98.7,1056,917,0,0,0,1
1780440893,0.3,0.8,0.0,98.7,1056,917,0,0,0,1
1780440894,0.0,0.5,0.0,99.2,1056,917,0,0,0,1
1780440895,0.5,0.3,0.0,99.2,1057,916,0,0,0,1
1780440896,0.5,0.3,0.0,99.2,1057,916,0,0,0,1
1780440897,0.3,0.8,0.0,98.9,1057,916,0,0,0,1
1780440898,0.5,0.0,0.3,98.9,1058,915,0,0,0,1
1780440899,0.3,0.5,0.0,98.7,1058,915,0,0,0,1
1780440900,0.5,0.0,0.0,99.2,1059,914,0,0,0,1
1780440901,0.0,0.3,0.0,99.7,1059,914,0,0,0,1
1780440902,0.3,0.5,0.0,99.0,1059,914,0,0,0,1
1780440903,0.3,0.5,0.0,98.9,1059,914,0,0,0,1
1780440904,0.0,0.3,0.3,99.5,1059,914,0,0,0,1
1780440905,4.9,9.9,0.0,83.3,1061,912,3,16,1,1
1780440906,8.7,16.0,0.0,71.4,1070,903,0,3,1,2
1780440907,8.6,15.1,0.0,73.6,1070,903,0,2,1,2
1780440908,8.8,16.5,0.0,72.3,1070,903,0,1,2,2
1780440909,7.8,14.9,0.0,73.7,1070,903,0,1,2,2
1780440910,8.2,16.6,0.0,72.9,1070,903,0,2,1,2
1780440911,8.3,16.0,0.0,74.0,1070,903,0,2,1,2
1780440913,7.1,15.1,0.0,74.8,1070,903,0,1,2,2
1780440914,7.7,14.3,0.0,74.7,1063,911,0,1,1,2
1780440915,7.5,15.6,0.0,74.3,1063,911,0,5,1,2
1780440916,7.2,16.1,0.0,73.9,1062,911,0,2,1,2
1780440917,7.1,16.8,0.0,73.2,1063,910,0,2,1,2
1780440918,7.9,16.6,0.0,72.1,1060,914,0,4,2,2
1780440919,5.7,17.4,0.0,73.2,1060,914,0,2,1,2
1780440920,7.9,15.3,0.0,73.9,1061,912,0,2,1,2
1780440921,6.7,14.9,0.0,76.0,1061,912,0,2,1,2
1780440922,9.9,14.3,0.0,72.7,1061,912,0,2,1,2
1780440923,6.6,14.9,0.0,75.4,1061,912,0,2,3,2
1780440924,6.6,15.2,0.0,75.9,1063,910,0,2,3,2
1780440925,6.9,13.5,0.0,76.5,1054,919,0,3,2,2
1780440926,6.2,13.5,0.0,76.5,1055,919,0,2,1,2
1780440927,6.7,15.7,0.0,74.4,1056,918,0,2,2,2
1780440928,4.9,15.7,0.0,75.7,1057,916,0,2,2,2
1780440929,5.0,15.5,0.0,76.0,1059,914,0,2,0,2
1780440930,6.6,15.2,0.0,74.7,1060,913,0,2,2,2
1780440932,6.7,15.2,0.0,75.6,1065,908,0,2,2,2
1780440933,7.6,18.5,0.0,70.8,1091,882,0,2,1,2
1780440934,6.4,19.7,0.0,71.7,1121,852,0,2,1,2
1780440935,5.2,19.4,0.3,72.0,1151,822,13,16,1,2
1780440936,6.7,20.9,0.0,69.9,1182,791,0,2,1,1
1780440937,5.5,19.2,0.0,72.1,1206,767,0,2,2,2
1780440938,7.1,15.6,0.0,74.3,1211,763,0,1,1,2
1780440939,7.7,14.2,0.0,75.7,1213,760,0,1,1,2
1780440940,7.6,14.0,0.0,76.3,1214,759,0,2,1,2
1780440941,7.5,14.5,0.0,74.6,1213,760,0,2,2,2
1780440942,8.0,14.9,0.0,75.3,1214,759,0,1,2,2
1780440943,5.3,14.6,0.0,76.9,1216,757,0,2,1,2
1780440944,6.8,15.4,0.0,74.6,1218,755,0,1,2,2
1780440945,7.4,14.2,0.0,74.7,1221,753,0,1,2,2
1780440946,6.6,16.8,0.0,72.9,1222,751,0,1,1,2
1780440948,6.1,14.5,0.0,77.0,1224,749,0,1,2,2
1780440949,6.1,15.7,0.0,75.5,1225,748,0,2,1,2
1780440950,7.6,16.0,0.3,73.6,1229,745,0,2,2,2
1780440951,5.8,16.4,0.0,74.3,1229,744,0,2,1,2
1780440952,8.4,15.0,0.0,73.7,1231,742,0,4,2,2
1780440953,7.6,16.0,0.0,74.1,1231,742,0,1,3,2
1780440954,7.4,13.5,0.0,75.4,1231,742,0,2,1,2
1780440955,6.2,15.2,0.0,75.0,1231,742,0,2,2,2
1780440956,4.5,17.2,0.0,74.6,1233,740,0,2,1,2
1780440957,6.2,19.0,0.0,71.7,1231,742,0,1,1,2
1780440958,6.3,16.7,0.0,75.0,1232,741,0,3,2,2
1780440959,7.4,15.0,0.0,74.8,1233,740,0,2,1,2
1780440960,7.1,15.3,0.3,73.7,1234,740,0,2,2,2
1780440961,7.0,16.6,0.0,74.4,1235,738,0,2,1,2
1780440962,8.0,13.7,0.0,74.4,1236,737,0,2,3,2
1780440963,7.6,12.8,0.0,77.1,1238,736,0,1,2,2
1780440964,7.3,13.9,0.0,75.8,1231,742,1,2,2,2
1780440966,7.1,14.5,0.0,76.1,1231,742,0,1,2,2
1780440967,7.9,14.9,0.0,74.7,1233,740,0,1,1,2
1780440968,6.4,18.7,0.0,71.6,1244,729,2,2,1,2
1780440969,5.7,17.7,0.0,75.1,1245,728,0,1,2,2
1780440970,6.4,14.2,0.0,76.5,1246,727,0,2,2,2
1780440971,7.1,14.2,0.0,75.0,1243,730,0,2,1,2
1780440972,8.0,14.5,0.0,74.4,1246,728,0,2,3,1
1780440973,7.0,14.2,0.0,75.3,1248,725,0,4,2,2
1780440974,6.8,14.5,0.0,75.5,1246,728,0,2,1,1
1780440975,7.3,15.1,0.0,73.7,1245,728,0,1,1,2
1780440976,7.2,16.4,0.0,74.4,1246,727,0,2,1,2
1780440977,7.8,13.1,0.0,74.6,1248,725,19,21,1,2
1780440978,7.3,17.8,0.0,71.3,1245,728,25,27,2,2
1780440979,9.4,16.0,0.0,70.1,1247,726,16,17,1,2
1780440980,9.8,16.1,0.3,71.5,1248,725,0,2,1,1
1780440981,8.5,16.7,0.0,70.8,1248,725,0,3,3,2
1780440982,7.5,15.5,0.0,73.6,1248,725,0,3,2,2
1780440983,10.1,19.3,0.0,68.5,1248,725,0,1,2,2
1780440985,8.4,18.8,0.0,69.6,1248,725,0,1,1,2
1780440986,9.4,18.2,0.0,69.8,1250,723,0,1,0,2
1780440987,10.1,17.0,0.0,68.8,1250,723,1,3,2,2
1780440988,7.7,21.1,0.0,68.8,1244,729,0,1,2,2
1780440989,9.1,15.5,0.0,71.3,1244,729,0,2,1,2
1780440990,10.2,18.7,0.0,68.2,1247,726,0,2,2,2
1780440991,7.7,16.3,0.0,72.6,1247,726,0,4,3,1
1780440992,6.1,17.8,0.0,72.5,1248,725,0,1,2,2
1780440993,8.8,14.2,0.0,74.1,1248,725,0,2,1,2
1780440994,7.1,16.0,0.0,74.4,1248,725,0,2,2,2
1780440995,2.7,7.0,0.0,89.2,1252,721,3,37,0,1
1780440996,0.3,1.0,0.0,98.5,1252,721,0,0,0,1
1780440997,0.5,1.3,0.0,97.9,1252,720,0,0,0,1
1780440998,0.3,1.1,0.0,98.1,1253,720,0,0,0,1
1780440999,0.3,1.3,0.0,98.4,1253,720,0,0,0,1
1780441001,1.0,1.0,0.3,97.1,1253,720,0,0,0,1
1780441002,0.3,1.0,0.0,98.2,1253,720,0,0,0,1
1780441003,0.5,1.6,0.0,97.9,1253,720,0,0,0,1
1780441004,0.3,1.3,0.0,98.2,1253,720,0,0,0,1
1780441005,0.5,0.5,0.0,98.7,1254,720,0,0,0,1
1780441006,0.3,1.1,0.0,98.7,1254,720,0,0,0,1
1780441007,0.8,1.0,0.0,97.9,1254,719,0,0,0,1
1780441008,0.8,1.0,0.0,97.9,1254,719,0,0,0,1
1780441009,0.0,2.9,0.0,96.9,1259,714,0,0,0,1
