StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_<2000;ResponseTimeRepartition1_>=2000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_<30000;CallLengthRepartition_>=30000;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:20.880774	1780440380.880774;00:00:00;00:00:00;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:20.880918	1780440380.880918;2026-06-02	17:46:21.883999	1780440381.883999;00:00:01;00:00:01;60;58.8235;58.7649;0;0;59;59;59;0;59;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;58;1;0;0;0;0;0;0;0;;7;52;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:21.884067	1780440381.884067;2026-06-02	17:46:22.891460	1780440382.891460;00:00:01;00:00:02;60;60.576;59.6718;0;0;61;120;120;1;60;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;119;1;0;0;0;0;0;0;0;;25;94;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:22.891521	1780440382.891521;2026-06-02	17:46:23.895133	1780440383.895133;00:00:01;00:00:03;60;59.8205;59.7015;0;0;60;180;180;1;60;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;179;1;0;0;0;0;0;0;0;;37;142;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:23.895247	1780440383.895247;2026-06-02	17:46:24.899588	1780440384.899588;00:00:01;00:00:04;60;59.761;59.7015;0;0;60;240;240;0;61;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:001000;00:00:00:002000;00:00:00:011000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;239;1;0;0;0;0;0;0;0;;54;186;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:24.899655	1780440384.899655;2026-06-02	17:46:25.903767	1780440385.903767;00:00:01;00:00:05;60;60.757;59.9124;0;0;61;301;301;1;60;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;299;1;0;0;0;0;0;0;0;;64;236;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:25.903839	1780440385.903839;2026-06-02	17:46:26.908188	1780440386.908188;00:00:01;00:00:06;60;59.761;59.8872;0;0;60;361;361;1;60;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;359;2;0;0;0;0;0;0;0;;71;289;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:26.908252	1780440386.908252;2026-06-02	17:46:27.912291	1780440387.912291;00:00:01;00:00:07;60;59.761;59.8692;0;0;60;421;421;1;60;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;419;2;0;0;0;0;0;0;0;;88;332;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:27.912342	1780440387.912342;2026-06-02	17:46:28.915137	1780440388.915137;00:00:01;00:00:08;60;59.8802;59.8631;0;0;60;481;481;0;61;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:002000;00:00:00:002000;;478;3;0;0;0;0;0;0;0;;99;382;0;0;0;0;0;0;0;
2026-06-02	17:46:20.879532	1780440380.879532;2026-06-02	17:46:28.915204	1780440388.915204;2026-06-02	17:46:29.919608	1780440389.919608;00:00:01;00:00:09;60;60.757;59.9558;0;0;61;542;542;1;60;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:005000;00:00:00:005000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;538;3;0;0;0;0;0;0;0;;115;426;0;0;0;0;0;0;0;
