StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_<2000;ResponseTimeRepartition1_>=2000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_<30000;CallLengthRepartition_>=30000;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:36.004504	1780440696.004504;00:00:00;00:00:00;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:36.004620	1780440696.004620;2026-06-02	17:51:37.007707	1780440697.007707;00:00:01;00:00:01;130;128.614;128.486;0;0;129;129;129;1;128;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:003000;00:00:00:003000;;128;1;0;0;0;0;0;0;0;;46;82;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:37.007780	1780440697.007780;2026-06-02	17:51:38.011352	1780440698.011352;00:00:01;00:00:02;130;130.608;129.482;0;0;131;260;260;1;131;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:002000;00:00:00:003000;;259;1;0;0;0;0;0;0;0;;93;166;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:38.011458	1780440698.011458;2026-06-02	17:51:39.016420	1780440699.016420;00:00:01;00:00:03;130;130.478;129.771;0;0;131;391;391;2;130;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:002000;00:00:00:002000;;388;2;0;0;0;0;0;0;0;;139;250;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:39.016484	1780440699.016484;2026-06-02	17:51:40.019527	1780440700.019527;00:00:01;00:00:04;130;129.611;129.731;0;0;130;521;521;1;131;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:003000;00:00:00:002000;;518;3;0;0;0;0;0;0;0;;194;326;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:40.019592	1780440700.019592;2026-06-02	17:51:41.021462	1780440701.021462;00:00:01;00:00:05;130;130.869;129.932;0;0;131;652;652;3;129;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:002000;00:00:00:002000;;648;3;0;0;0;0;0;0;0;;238;411;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:41.021531	1780440701.021531;2026-06-02	17:51:42.026954	1780440702.026954;00:00:01;00:00:06;130;129.353;129.814;0;0;130;782;782;1;132;781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:002000;00:00:00:002000;;778;4;0;0;0;0;0;0;0;;297;484;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:42.027002	1780440702.027002;2026-06-02	17:51:43.033231	1780440703.033231;00:00:01;00:00:07;130;130.219;129.872;0;0;131;913;913;2;130;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:003000;00:00:00:003000;;907;5;0;0;0;0;0;0;0;;352;559;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:43.033357	1780440703.033357;2026-06-02	17:51:44.035538	1780440704.035538;00:00:01;00:00:08;130;129.741;129.856;0;0;130;1043;1043;1;131;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:010000;00:00:00:003000;00:00:00:003000;;1038;5;0;0;0;0;0;0;0;;396;646;0;0;0;0;0;0;0;
2026-06-02	17:51:36.002847	1780440696.002847;2026-06-02	17:51:44.035617	1780440704.035617;2026-06-02	17:51:45.039638	1780440705.039638;00:00:01;00:00:09;130;130.478;129.925;0;0;131;1174;1174;2;130;1172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:010000;00:00:00:010000;00:00:00:003000;00:00:00:003000;;1168;5;0;0;0;0;0;0;0;;448;724;0;0;0;0;0;0;0;
