StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_<2000;ResponseTimeRepartition1_>=2000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_<30000;CallLengthRepartition_>=30000;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:05.918594	1780440485.918594;00:00:00;00:00:00;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:05.918732	1780440485.918732;2026-06-02	17:48:06.917448	1780440486.917448;00:00:00;00:00:01;80;79.1583;79;0;0;79;79;79;1;78;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;78;1;0;0;0;0;0;0;0;;24;54;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:06.917544	1780440486.917544;2026-06-02	17:48:07.923499	1780440487.923499;00:00:01;00:00:02;80;80.597;79.7607;0;0;81;160;160;1;81;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;158;1;0;0;0;0;0;0;0;;51;108;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:07.923572	1780440487.923572;2026-06-02	17:48:08.927933	1780440488.927933;00:00:01;00:00:03;80;79.6813;79.7342;0;0;80;240;240;1;80;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;239;1;0;0;0;0;0;0;0;;80;159;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:08.928010	1780440488.928010;2026-06-02	17:48:09.931904	1780440489.931904;00:00:01;00:00:04;80;79.7607;79.721;0;0;80;320;320;1;80;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;318;2;0;0;0;0;0;0;0;;104;215;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:09.932012	1780440489.932012;2026-06-02	17:48:10.939354	1780440490.939354;00:00:01;00:00:05;80;80.4369;79.8487;0;0;81;401;401;1;81;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;397;3;0;0;0;0;0;0;0;;132;268;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:10.939405	1780440490.939405;2026-06-02	17:48:11.943346	1780440491.943346;00:00:01;00:00:06;80;79.7607;79.8208;0;0;80;481;481;0;81;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;477;4;0;0;0;0;0;0;0;;151;330;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:11.943404	1780440491.943404;2026-06-02	17:48:12.947965	1780440492.947965;00:00:01;00:00:07;80;80.6773;79.9431;0;0;81;562;562;1;80;561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;557;4;0;0;0;0;0;0;0;;171;390;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:12.948047	1780440492.948047;2026-06-02	17:48:13.952121	1780440493.952121;00:00:01;00:00:08;80;79.6813;79.9104;0;0;80;642;642;1;80;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;636;6;0;0;0;0;0;0;0;;192;449;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:13.952178	1780440493.952178;2026-06-02	17:48:14.960612	1780440494.960612;00:00:01;00:00:09;80;80.3571;79.9513;0;0;81;723;723;1;81;722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;716;6;0;0;0;0;0;0;0;;217;505;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:14.960684	1780440494.960684;2026-06-02	17:48:15.969377	1780440495.969377;00:00:01;00:00:10;80;79.3651;79.8846;0;0;80;803;803;1;80;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:011000;00:00:00:011000;00:00:00:003000;00:00:00:003000;;797;6;0;0;0;0;0;0;0;;242;560;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:15.969445	1780440495.969445;2026-06-02	17:48:16.975683	1780440496.975683;00:00:01;00:00:11;80;80.5169;79.9421;0;0;81;884;884;1;81;883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;878;6;0;0;0;0;0;0;0;;263;620;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:16.975735	1780440496.975735;2026-06-02	17:48:17.977113	1780440497.977113;00:00:01;00:00:12;80;79.9201;79.9403;0;0;80;964;964;1;80;963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;958;6;0;0;0;0;0;0;0;;286;677;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:17.977183	1780440497.977183;2026-06-02	17:48:18.981988	1780440498.981988;00:00:01;00:00:13;80;80.6773;79.9908;0;0;81;1045;1045;2;80;1043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;1037;7;0;0;0;0;0;0;0;;307;736;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:18.982112	1780440498.982112;2026-06-02	17:48:19.987542	1780440499.987542;00:00:01;00:00:14;80;79.602;79.9574;0;0;80;1125;1125;1;81;1124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;1118;7;0;0;0;0;0;0;0;;329;795;0;0;0;0;0;0;0;
2026-06-02	17:48:05.917124	1780440485.917124;2026-06-02	17:48:19.987613	1780440499.987613;2026-06-02	17:48:20.989070	1780440500.989070;00:00:01;00:00:15;80;79.9201;79.9549;0;0;80;1205;1205;1;80;1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:002000;00:00:00:012000;00:00:00:012000;00:00:00:003000;00:00:00:003000;;1197;8;0;0;0;0;0;0;0;;343;861;0;0;0;0;0;0;0;
